,Route 110,,,,,
Name,Psychic Jaclyn,,,,,
Pokémon,,,,,,
,Venomoth,Xatu,Grumpig,Gallade,,
Level,34 ,33 ,33 ,33 ,,
Held Item,Lum Berry,Sitrus Berry,Salac Berry,Lum Berry,,
Ability,Tinted Lens,Magic Bounce,Gluttony,Inner Focus,,
Nature,Timid,Hasty,Modest,Careful,,
Moves,Bug Buzz,Extrasensory,Extrasensory,Drain Punch,,
,Sludge Bomb,Drill Peck,Focus Blast,Psycho Cut,,
,Energy Ball,Heat Wave,Power Gem,Shadow Sneak,,
,Psychic,Light Screen,Reflect,Bulk Up,,
Name,Triathlete Abigail,,,,,
Pokémon,,,,,,
,Mienshao,Ninjask,Dugtrio,Magneton,,
Level,32 ,33 ,34 ,34 ,,
Held Item,Wide Lens,Choice Band,Life Orb,Eviolite,,
Ability,Reckless,Infiltrator,Arena Trap,Magnet Pull,,
Nature,Jolly,Adamant,Jolly,Timid,,
Moves,Jump Kick,U-turn,Earthquake,Thunderbolt,,
,Stone Edge,,Stone Edge,Flash Cannon,,
,Blaze Kick,,Night Slash,Body Press,,
,Bounce,,Swagger,Screech,,
Name,Triathlete Anthony,,,,,
Pokémon,,,,,,
,Luxray,Sharpedo,Braviary,,,
Level,34 ,34 ,34 ,,,
Held Item,Lum Berry,Expert Belt,Sitrus Berry,,,
Ability,Intimidate,Speed Boost,Defiant,,,
Nature,Adamant,Rash,Adamant,,,
Moves,Zing Zap,Hydro Pump,Return,,,
,Play Rough,Dark Pulse,Dual Wingbeat,,,
,Crunch,Ice Beam,Close Combat,,,
,Agility,Psychic Fangs,Agility,,,
Name,Triathlete Alyssa,,,,,
Pokémon,,,,,,
,Absol,Meowstic-F,,,,
Level,36 ,37 ,,,,
Held Item,Focus Sash,Wise Glasses,,,,
Ability,Super Luck,Competitive,,,,
Nature,Jolly,Timid,,,,
Moves,Knock Off,Psychic,,,,
,Close Combat,Thunderbolt,,,,
,Play Rough,Shadow Ball,,,,
,Counter,Signal Beam,,,,
Name,Triathlete Benjamin,,,,,
Pokémon,,,,,,
,Pachirisu,Unfezant,Raticate,Jumpluff,,
