,Route 102,,,,,
Name,Youngster Calvin,,,,,
Pokémon,,,,,,
,Poochyena,Lillipup,Rookidee,,,
Level,5 ,6 ,6 ,,,
Held Item,,,,,,
Ability,Rattled,Vital Spirit,Keen Eye,,,
Nature,Bashful,Bashful,Bashful,,,
Moves,Bite,Tackle,Wing Attack,,,
,Quick Attack,Bite,Sand Attack,,,
,Sand Attack,Sand Attack,Swagger,,,
,,,,,,
Name,Bug Catcher Rick,,,,,
Pokémon,,,,,,
,Grubbin,Pineco,Sizzlipede,,,
Level,6 ,6 ,7 ,,,
Held Item,Oran Berry,Oran Berry,Oran Berry,,,
Ability,Swarm,Sturdy,Flash Fire,,,
Nature,Bashful,Bashful,Bashful,,,
Moves,Bug Bite,Pin Missile,Bug Bite,,,
,Spark,Iron Defense,Ember,,,
,Vise Grip,,Wrap,,,
,,,,,,
Name,Youngster Allen,,,,,
Pokémon,,,,,,
,Skiddo,Litleo,Psyduck,,,
Level,7 ,6 ,7 ,,,
Held Item,Lum Berry,Oran Berry,Oran Berry,,,
Ability,Sap Sipper,Unnerve,Swift Swim,,,
Nature,Bashful,Bashful,Bashful,,,
Moves,Vine Whip,Headbutt,Bubble Beam,,,
,Tackle,Ember,Psywave,,,
,Synthesis,Work Up,,,,
,,,,,,
Name,Lass Tiana,,,,,
Pokémon,,,,,,
,Swirlix,Spinda,,,,
Level,7 ,8 ,,,,
Held Item,Berry Juice,Berry Juice,,,,
Ability,Unburden,Own Tempo,,,,
Nature,Bashful,Bashful,,,,
Moves,Fairy Wind,Fake Out,,,,
,Metronome,Metronome,,,,
,,,,,,
,,,,,,
,Route 104,,,,,
Name,Triathlete Mikey,,,,,
Pokémon,,,,,,
,Krabby,Clobbopus,Yanma,,,
Level,9 ,9 ,9 ,,,
Held Item,Oran Berry,Oran Berry,Iron Ball,,,
Ability,Shell Armor,Limber,Speed Boost,,,
Nature,Relaxed,Jolly,Jolly,,,
Moves,Aqua Jet,Rock Smash,Acrobatics,,,
,Stomp,Bind,Sonic Boom,,,
,Mud Shot,Detect,,,,
,,,,,,
Name,Fisherman Darian,,,,,
Pokémon,,,,,,
,Magikarp,Magikarp,,,,
Level,12 ,12 ,,,,
Held Item,Choice Band,Focus Sash,,,,
Ability,Rattled,Rattled,,,,
Nature,Adamant,Hasty,,,,
Moves,Bounce,Hydro Pump,,,,
,,Tackle,,,,
,,Flail,,,,
,,,,,,
Name,Lady Cindy,,,,,
Pokémon,,,,,,
,Minccino,Jigglypuff,Phanpy,,,
Level,10 ,10 ,10 ,,,
Held Item,Oran Berry,Oran Berry,Oran Berry,,,
Ability,Cute Charm,Cute Charm,Cute Charm,,,
Nature,Modest,Bold,Jolly,,,
Moves,Swift,Round,Stomp,,,
,Attract,Draining Kiss,Attract,,,
,Thunder Wave,Attract,,,,
,,Thunder Wave,,,,
Name,Team Aqua Grunt Petalburg Woods [Boss],,,,,
Pokémon,,,,,,
,Carvanha,Croagunk,Exeggcute,,,
Level,11 ,12 ,11 ,,,
Held Item,Oran Berry,Salac Berry,Oran Berry,,,
Ability,Rough Skin,Poison Touch,Harvest,,,
Nature,Naive,Hasty,Relaxed,,,
Moves,Bite,Belch,Confusion,,,
,Water Pulse,Rock Smash,Bullet Seed,,,
,Aqua Jet,Poison Sting,Leech Seed,,,
,Poison Fang,Fake Out,Stun Spore,,,
,Route 106,,,,,
Name,Fisherman Elliot,,,,,
Pokémon,,,,,,
,Staryu,Lombre,Arrokuda,,,
Level,13 ,13 ,13 ,,,
Held Item,Mystic Water,Lum Berry,Flying Gem,,,
Ability,Natural Cure,Swift Swim,Swift Swim,,,
Nature,Timid,Timid,Adamant,,,
Moves,Water Pulse,Giga Drain,Aqua Jet,,,
,Aurora Beam,Bubble Beam,Bite,,,
,Psybeam,Seismic Toss,Peck,,,
,Shock Wave,Teeter Dance,Laser Focus,,,
Name,Ruin Maniac Georgie,,,,,
Pokémon,,,,,,
,Dwebble,Sandygast,Mawile,Munchlax,,
Level,13 ,14 ,13 ,13 ,,
Held Item,Berry Juice,Lum Berry,Leftovers,Salac Berry,,
Ability,Weak Armor,Water Compaction,Intimidate,Gluttony,,
Nature,Adamant,Lonely,Adamant,Jolly,,
Moves,Bug Bite,Bulldoze,Covet,Headbutt,,
,Rock Blast,Astonish,Metal Claw,Belly Drum,,
,Knock Off,Mega Drain,Fire Fang,,,
,Sticky Web,Hypnosis,,,,
,Route 109,,,,,
Name,Tuber Chandler,,,,,
Pokémon,,,,,,
,Smoochum,Elekid,Magby,,,
